unix,date,symbol,open,high,low,close,volume,tradecount
1655600000000,2022-06-19 00:00:00,BTC/USDT,18959.7,19099.5,18850,18964.9,275438915.6,109531
1655510000000,2022-06-18 00:00:00,BTC/USDT,20457.3,20768.4,17593.2,18959.7,24038549203,9583930
1655420000000,2022-06-17 00:00:00,BTC/USDT,20387.4,21388,20228,20457.3,16088733040,6079947
1655340000000,2022-06-16 00:00:00,BTC/USDT,22567.5,23000,20222,20387.4,18813838460,7395505
1655250000000,2022-06-15 00:00:00,BTC/USDT,22122.7,22800,20100.2,22567.5,32006546660,11845837
1655160000000,2022-06-14 00:00:00,BTC/USDT,22471.4,23424.2,20823,22122.7,27599590727,10260084
1655080000000,2022-06-13 00:00:00,BTC/USDT,26564.7,26877,21900,22471.5,39289035377,12474566
1654990000000,2022-06-12 00:00:00,BTC/USDT,28416.6,28530.3,26538.7,26564.7,15462378091,5008490
1654910000000,2022-06-11 00:00:00,BTC/USDT,29077.7,29427.9,28080,28416.7,11234144827,3598306
1654820000000,2022-06-10 00:00:00,BTC/USDT,30093.4,30374.1,28805,29077.7,13179453293,3965215
1654730000000,2022-06-09 00:00:00,BTC/USDT,30192.6,30691.9,29914.5,30093.3,9291136222,2788244
1654650000000,2022-06-08 00:00:00,BTC/USDT,31118,31325,29825,30192.5,13872254799,4067735
1654560000000,2022-06-07 00:00:00,BTC/USDT,31361.2,31599,29190,31118.1,20938600076,5975164
1654470000000,2022-06-06 00:00:00,BTC/USDT,29910,31780,29876.2,31361.2,13627289855,4199213
1654390000000,2022-06-05 00:00:00,BTC/USDT,29848.5,30250,29524,29909.9,6129273443,2136355
1654300000000,2022-06-04 00:00:00,BTC/USDT,29682.8,29988,29456,29848.4,5568229842,2016136
1654210000000,2022-06-03 00:00:00,BTC/USDT,30437.1,30693.2,29220,29682.8,10664927716,3436609
1654130000000,2022-06-02 00:00:00,BTC/USDT,29796.9,30750,29566.1,30437.1,11143387488,3538451
1654040000000,2022-06-01 00:00:00,BTC/USDT,31797.9,31986.1,29300,29796.9,17126731272,4628699
1653960000000,2022-05-31 00:00:00,BTC/USDT,31726.5,32427.5,31222,31797.8,12177347049,3584533
1653870000000,2022-05-30 00:00:00,BTC/USDT,29452.6,32307.6,29301.1,31726.5,15459298501,4335582
1653780000000,2022-05-29 00:00:00,BTC/USDT,29018.8,29595.2,28825,29452.8,6278945106,2143741
1653700000000,2022-05-28 00:00:00,BTC/USDT,28623.3,29265.7,28520,29018.8,5593154078,1892856
1653610000000,2022-05-27 00:00:00,BTC/USDT,29194,29387,28259.6,28623.2,14627232915,4601526
1653520000000,2022-05-26 00:00:00,BTC/USDT,29536.7,29877,27952.1,29194,17570547238,4998028
1653440000000,2022-05-25 00:00:00,BTC/USDT,29643,30246.7,29330,29536.7,12302779678,3644948
1653350000000,2022-05-24 00:00:00,BTC/USDT,29097.8,29887.3,28637.6,29643.1,11175809570,3486602
1653260000000,2022-05-23 00:00:00,BTC/USDT,30284,30658,28840.7,29097.7,14259460843,4234598
1653180000000,2022-05-22 00:00:00,BTC/USDT,29427.4,30500,29223.6,30284,8892178256,2699817
1653090000000,2022-05-21 00:00:00,BTC/USDT,29188.9,29650,28927,29427.4,5951830742,2179630
1653000000000,2022-05-20 00:00:00,BTC/USDT,30319.9,30784.4,28702,29188.9,14409462582,4396626
1652920000000,2022-05-19 00:00:00,BTC/USDT,28700.6,30550,28670.5,30319.9,13313042276,4384132
1652830000000,2022-05-18 00:00:00,BTC/USDT,30437,30700,28629.6,28700.6,12571901286,4172681
1652750000000,2022-05-17 00:00:00,BTC/USDT,29866.4,30794,29420,30437,12050567026,4083135
1652660000000,2022-05-16 00:00:00,BTC/USDT,31324.3,31327.4,29052.3,29866.7,15148324200,5014012
1652570000000,2022-05-15 00:00:00,BTC/USDT,30079.5,31462,29448,31324.4,10189057496,3738894
1652490000000,2022-05-14 00:00:00,BTC/USDT,29274.2,30352.2,28602.3,30079.8,9273623685,3756979
1652400000000,2022-05-13 00:00:00,BTC/USDT,29020.8,31072.6,28730.4,29274.3,15321440645,5507009
1652310000000,2022-05-12 00:00:00,BTC/USDT,29077.9,30257,26631,29020.7,27412613955,9545187
1652230000000,2022-05-11 00:00:00,BTC/USDT,31002.1,32197.6,27651,29074.7,33432659605,9995578
1652140000000,2022-05-10 00:00:00,BTC/USDT,30056,32650,29701.4,31002.1,27002792323,8033585
1652050000000,2022-05-09 00:00:00,BTC/USDT,34032.1,34243.3,30003.6,30056.6,34585085018,9184779
1651970000000,2022-05-08 00:00:00,BTC/USDT,35466.7,35504,33665,34032,14710577346,4516970
1651880000000,2022-05-07 00:00:00,BTC/USDT,35995.2,36138,34700,35466.7,7130599918,2212165
1651800000000,2022-05-06 00:00:00,BTC/USDT,36533.7,36679.3,35200,35995.3,15553837186,3998315
1651710000000,2022-05-05 00:00:00,BTC/USDT,39684.1,39845,35388,36534.7,20498697693,5070147
1651620000000,2022-05-04 00:00:00,BTC/USDT,37713,40071.7,37655.2,39684,16546422735,4133946
1651540000000,2022-05-03 00:00:00,BTC/USDT,38525.5,38674.7,37500.1,37712.9,9498898383,2698667
1651450000000,2022-05-02 00:00:00,BTC/USDT,38440.2,39222,38032.2,38525.6,13024319964,3521802
1651360000000,2022-05-01 00:00:00,BTC/USDT,37614.4,38680.6,37350,38440.5,9004710659,2621618
1651280000000,2022-04-30 00:00:00,BTC/USDT,38572.2,38782.6,37550,37614.5,6968090176,2037497
1651190000000,2022-04-29 00:00:00,BTC/USDT,39732.5,39924.8,38160,38572.2,12006054617,3106694
1651100000000,2022-04-28 00:00:00,BTC/USDT,39209,40376.6,38861.8,39732.5,16383567774,3928985
1651020000000,2022-04-27 00:00:00,BTC/USDT,38093.7,39470,37844.5,39209,14987444127,3726498
1650930000000,2022-04-26 00:00:00,BTC/USDT,40411,40800,37671.8,38093.7,17745663524,4384061
1650840000000,2022-04-25 00:00:00,BTC/USDT,39433.4,40650,38111,40411,17582505298,4399875
1650760000000,2022-04-24 00:00:00,BTC/USDT,39413.8,39930.6,38884.1,39433.4,7132438712,1944480
1650670000000,2022-04-23 00:00:00,BTC/USDT,39674.3,40000,39259,39415.1,4956239492,1602703
1650590000000,2022-04-22 00:00:00,BTC/USDT,40449.7,40786.1,39133,39674.2,12603399106,3578572
1650500000000,2022-04-21 00:00:00,BTC/USDT,41326,42966,39630,40449.8,16394716250,4300495
1650410000000,2022-04-20 00:00:00,BTC/USDT,41472.9,42166.8,40800,41327.7,10680662831,2731896
1650330000000,2022-04-19 00:00:00,BTC/USDT,40785.7,41788,40543.7,41472.9,8812710771,2272668
1650240000000,2022-04-18 00:00:00,BTC/USDT,39649.1,41310,38465.7,40785.6,14385834913,3387459
1650150000000,2022-04-17 00:00:00,BTC/USDT,40360.9,40574.1,39510,39649.1,6844928575,1664402
1650070000000,2022-04-16 00:00:00,BTC/USDT,40529.6,40700,39944.9,40361,5151896755,1336108
1649980000000,2022-04-15 00:00:00,BTC/USDT,39915.9,40888,39734.2,40529.5,7834169294,1968852
1649890000000,2022-04-14 00:00:00,BTC/USDT,41129.8,41474.8,39522,39915.9,10618983520,2615945
1649810000000,2022-04-13 00:00:00,BTC/USDT,40060.7,41580,39569.8,41129.8,13171291934,3176539
1649720000000,2022-04-12 00:00:00,BTC/USDT,39505.6,40700,39224,40060.7,13983036683,3292065
1649640000000,2022-04-11 00:00:00,BTC/USDT,42140.3,42399.9,39136.7,39505.6,17947558295,4212901
1649550000000,2022-04-10 00:00:00,BTC/USDT,42727.8,43399.4,41838,42140.4,7757900434,1922058
1649460000000,2022-04-09 00:00:00,BTC/USDT,42229.1,42796.7,42100.3,42727.7,5079062857,1398153
1649380000000,2022-04-08 00:00:00,BTC/USDT,43417.1,43968.1,42074,42229.2,13392061160,3039074
1649290000000,2022-04-07 00:00:00,BTC/USDT,43159.8,43888,42685,43417.1,9962663418,2352054
1649200000000,2022-04-06 00:00:00,BTC/USDT,45477.5,45494.2,43100,43159.7,17045609346,3589835
1649120000000,2022-04-05 00:00:00,BTC/USDT,46580.9,47188,45300,45477.4,11905271461,2349083
1649030000000,2022-04-04 00:00:00,BTC/USDT,46392.3,46895.5,45094,46580.9,12550005434,2435925
1648940000000,2022-04-03 00:00:00,BTC/USDT,45792.3,47448,45501,46392.4,9869048182,2007773
1648860000000,2022-04-02 00:00:00,BTC/USDT,46266.2,47236.8,45600,45794.6,10506397609,2087086
1648770000000,2022-04-01 00:00:00,BTC/USDT,45505.9,46700,44206.2,46266.2,16398107294,3077896
1648680000000,2022-03-31 00:00:00,BTC/USDT,47053.1,47619.4,45185,45506,13933431989,2704524
1648600000000,2022-03-30 00:00:00,BTC/USDT,47418.5,47688.6,46535,47053.2,11089386781,2279014
1648510000000,2022-03-29 00:00:00,BTC/USDT,47121.8,48100,46911,47418.5,12315667516,2407067
1648430000000,2022-03-28 00:00:00,BTC/USDT,46820.9,48200,46651.2,47121.9,15043239939,3149233
1648340000000,2022-03-27 00:00:00,BTC/USDT,44489.3,47047,44416,46820.8,12238392164,2526390
1648250000000,2022-03-26 00:00:00,BTC/USDT,44290.6,44785,44041,44489.2,6243407333,1476070
1648170000000,2022-03-25 00:00:00,BTC/USDT,43973.2,45142,43575.1,44290.6,15463641455,3146493
1648080000000,2022-03-24 00:00:00,BTC/USDT,42867.8,44200,42525,43973.4,14365660203,3127793
1647990000000,2022-03-23 00:00:00,BTC/USDT,42349.9,43051,41731.3,42867.9,11938814869,2643858
1647910000000,2022-03-22 00:00:00,BTC/USDT,40982,43517.7,40852,42349.8,15892694389,3429191
1647820000000,2022-03-21 00:00:00,BTC/USDT,41261,41544.4,40430,40982,12653661230,2575120
1647730000000,2022-03-20 00:00:00,BTC/USDT,42188.2,42269.3,40900,41261,9789547363,2023810
1647650000000,2022-03-19 00:00:00,BTC/USDT,41751.6,42446.6,41500,42188.2,7807076597,1729803
1647560000000,2022-03-18 00:00:00,BTC/USDT,40898,42322.8,40084.2,41751.5,12263436409,2791205
1647480000000,2022-03-17 00:00:00,BTC/USDT,41105.9,41498.4,40442.8,40898.1,9978203720,2446187
1647390000000,2022-03-16 00:00:00,BTC/USDT,39270.9,41804,38700,41105.8,26187353348,6249052
1647300000000,2022-03-15 00:00:00,BTC/USDT,39651.6,39901.8,38073.8,39271,13464944694,3198153
1647220000000,2022-03-14 00:00:00,BTC/USDT,37743,39989,37522.1,39653.8,13971397118,3346589
1647130000000,2022-03-13 00:00:00,BTC/USDT,38792.7,39300,37500,37743.7,9151745127,2373595
1647040000000,2022-03-12 00:00:00,BTC/USDT,38713.1,39578.4,38630,38792.6,6738409306,1916408
1646960000000,2022-03-11 00:00:00,BTC/USDT,39407.1,40242,38200.1,38713,18251508271,4566236
1646870000000,2022-03-10 00:00:00,BTC/USDT,41939.5,42034.3,38512,39407.2,20592964930,5039014
1646780000000,2022-03-09 00:00:00,BTC/USDT,38709.9,42647.5,38638.7,41937.5,19171096064,4564168
1646700000000,2022-03-08 00:00:00,BTC/USDT,37963.7,39340.5,37853,38709.9,16295438565,4243987
1646610000000,2022-03-07 00:00:00,BTC/USDT,38401.1,39550,37134,37963.8,18764725861,4747049
1646520000000,2022-03-06 00:00:00,BTC/USDT,39375,39690,38056,38401.1,12109833925,3162831
1646440000000,2022-03-05 00:00:00,BTC/USDT,39127.7,39580,38547.6,39375.1,7774650477,2212218
1646350000000,2022-03-04 00:00:00,BTC/USDT,42449.6,42525.3,38521,39127.7,19124060705,4908804
1646270000000,2022-03-03 00:00:00,BTC/USDT,43885.8,44080,41831,42449.5,15701873991,3803308
1646180000000,2022-03-02 00:00:00,BTC/USDT,44393.6,45350,43321,43885.7,17988671381,4239890
1646090000000,2022-03-01 00:00:00,BTC/USDT,43155,44935,42765.4,44394.1,19622069857,4610393
1646010000000,2022-02-28 00:00:00,BTC/USDT,37672.1,44341,37414.4,43155,24659800737,5894312
1645920000000,2022-02-27 00:00:00,BTC/USDT,39099.3,39868.6,36934.6,37672,16317550913,4101060
1645830000000,2022-02-26 00:00:00,BTC/USDT,39205.4,40441.1,38561.7,39099.3,9879223598,2697306
1645750000000,2022-02-25 00:00:00,BTC/USDT,38316.2,39750,37999.2,39205.4,16181393771,4273206
1645660000000,2022-02-24 00:00:00,BTC/USDT,37227.9,40376.1,34303.7,38315.1,33179251057,8122647
1645570000000,2022-02-23 00:00:00,BTC/USDT,38212.1,39250,36963.2,37227.8,15594144072,3541556
1645490000000,2022-02-22 00:00:00,BTC/USDT,36986.4,38450,36310.1,38212,17408326521,4341079
1645400000000,2022-02-21 00:00:00,BTC/USDT,38367.9,39510,36762,36986.4,24685541252,5359508
1645320000000,2022-02-20 00:00:00,BTC/USDT,40052.6,40100.1,37905,38368.1,12741245043,2965260
1645230000000,2022-02-19 00:00:00,BTC/USDT,39966.8,40438.7,39610.3,40052.6,7424908673,1963483
1645140000000,2022-02-18 00:00:00,BTC/USDT,40491.8,40944.1,39422,39966.8,15188089910,3531150
1645060000000,2022-02-17 00:00:00,BTC/USDT,43860.8,44150,40020.1,40491.7,18306714686,4093325
1644970000000,2022-02-16 00:00:00,BTC/USDT,44529.7,44536.8,43277.8,43860.7,11231548897,2543753
1644880000000,2022-02-15 00:00:00,BTC/USDT,42525.14,44777,42406.23,44529.6,12150999143,2782170
1644800000000,2022-02-14 00:00:00,BTC/USDT,42041.12,42888,41526,42525.14,12843945742,3037236
1644710000000,2022-02-13 00:00:00,BTC/USDT,42199.88,42755.97,41850,42041.13,8127109309,2148957
1644620000000,2022-02-12 00:00:00,BTC/USDT,42365.99,42980,41540,42199.87,10831014104,2871604
1644540000000,2022-02-11 00:00:00,BTC/USDT,43471.3,43900,41914.23,42366,17859967570,4498402
1644450000000,2022-02-10 00:00:00,BTC/USDT,44358.09,45847.5,43136.96,43471.29,25056911388,5369837
1644360000000,2022-02-09 00:00:00,BTC/USDT,44021.58,44826,43089.08,44358.08,13182555303,3214990
1644280000000,2022-02-08 00:00:00,BTC/USDT,43829.99,45600,42641,44021.57,20510408716,4649391
1644190000000,2022-02-07 00:00:00,BTC/USDT,42361.34,44541.16,41609.76,43829.99,18066735189,4078430
1644110000000,2022-02-06 00:00:00,BTC/USDT,41374.68,42656.8,41100,42361.35,8973046763,2197115
1644020000000,2022-02-05 00:00:00,BTC/USDT,41550,41922,40920,41374.69,10047968022,2728847
1643930000000,2022-02-04 00:00:00,BTC/USDT,37287.33,41741.76,37011,41550,20278655698,4876035
1643850000000,2022-02-03 00:00:00,BTC/USDT,36892.05,37395,36204.3,37289.86,11697089175,3020061
1643760000000,2022-02-02 00:00:00,BTC/USDT,38680.51,38834.18,36529.81,36892.03,12748099871,3238066
1643670000000,2022-02-01 00:00:00,BTC/USDT,38439.04,39260.26,37969,38680.51,13632595784,3602863
1643590000000,2022-01-31 00:00:00,BTC/USDT,37870,38741.73,36620,38439.04,11976940218,3180130
1643500000000,2022-01-30 00:00:00,BTC/USDT,38150,38420.3,37334.83,37870.01,7393111441,2182990
1643410000000,2022-01-29 00:00:00,BTC/USDT,37696.22,38750.94,37252,38150.01,9034176250,2643842
1643330000000,2022-01-28 00:00:00,BTC/USDT,37131,38000,36149.02,37696.21,13594591900,3780617
1643240000000,2022-01-27 00:00:00,BTC/USDT,36787.42,37200,35471.53,37131,15328505622,4341962
1643160000000,2022-01-26 00:00:00,BTC/USDT,36934.26,38886.58,36232.42,36787.43,20858872853,5467829
1643070000000,2022-01-25 00:00:00,BTC/USDT,36648.3,37561.03,35693,36934.26,14967474933,4251175
1642980000000,2022-01-24 00:00:00,BTC/USDT,36230,37528,32853.83,36648.31,28523818659,7379240
1642900000000,2022-01-23 00:00:00,BTC/USDT,35043.73,36496.92,34588.8,36230.01,13097400244,3421563
1642810000000,2022-01-22 00:00:00,BTC/USDT,36426.46,36817.74,33950,35043.73,23906967843,6139534
1642720000000,2022-01-21 00:00:00,BTC/USDT,40662.06,41095.76,35380.92,36425.98,30302616544,7112977
1642640000000,2022-01-20 00:00:00,BTC/USDT,41656.9,43495,40550,40661.69,16867468374,3649340
1642550000000,2022-01-19 00:00:00,BTC/USDT,42337.58,42545,41115.64,41657.89,13989826398,3093452
1642460000000,2022-01-18 00:00:00,BTC/USDT,42176.34,42680,41260,42337.58,11189671439,2605464
1642380000000,2022-01-17 00:00:00,BTC/USDT,43060.66,43159.32,41523.68,42176.34,9870740740,2576335
1642290000000,2022-01-16 00:00:00,BTC/USDT,43070.51,43464.71,42531.69,43060.66,7638792723,2004334
1642200000000,2022-01-15 00:00:00,BTC/USDT,43042.4,43800,42530.64,43070.51,7962625062,2162077
1642120000000,2022-01-14 00:00:00,BTC/USDT,42538.72,43450,41666,43042.4,11620761639,2711286
1642030000000,2022-01-13 00:00:00,BTC/USDT,43880.72,44396.68,42301.16,42534.32,12536916956,2842230
1641950000000,2022-01-12 00:00:00,BTC/USDT,42700.69,44300,42415,43880.72,12189347664,2653237
1641860000000,2022-01-11 00:00:00,BTC/USDT,41801.55,43118,41255,42700.68,13657150778,3210875
1641770000000,2022-01-10 00:00:00,BTC/USDT,41851.22,42219.84,39610,41801.55,18676770270,4253158
1641690000000,2022-01-09 00:00:00,BTC/USDT,41688.05,42773.85,41170,41851.22,9347759287,2349047
1641600000000,2022-01-08 00:00:00,BTC/USDT,41553.87,42335,40500,41688.05,11779922567,2952768
1641510000000,2022-01-07 00:00:00,BTC/USDT,43080.01,43135,40456.56,41553.86,19783906993,4387523
1641430000000,2022-01-06 00:00:00,BTC/USDT,43421.7,43766,42385.83,43080.01,12890924258,2967072
1641340000000,2022-01-05 00:00:00,BTC/USDT,45833.41,47075.29,42270,43421.69,21959888821,4438181
1641250000000,2022-01-04 00:00:00,BTC/USDT,46445.8,47524.36,45445.57,45833.42,13573606756,2763606
1641170000000,2022-01-03 00:00:00,BTC/USDT,47280.01,47575.22,45665.4,46445.81,11434725784,2367718
1641080000000,2022-01-02 00:00:00,BTC/USDT,47704.35,48000,46605.68,47280,8730148324,1845244
1641000000000,2022-01-01 00:00:00,BTC/USDT,46210.57,47943.77,46210.55,47704.35,8461832662,1823098
1640910000000,2021-12-31 00:00:00,BTC/USDT,47095.02,48575,45650,46210.56,13567843473,2742753
1640820000000,2021-12-30 00:00:00,BTC/USDT,46436.53,47911.68,45880,47095.02,10818483278,2203374
1640740000000,2021-12-29 00:00:00,BTC/USDT,47522.02,48125.97,46000,46436.54,13014511681,2740566
1640650000000,2021-12-28 00:00:00,BTC/USDT,50707.72,50713.56,47290,47522.03,16407080716,3423898
1640560000000,2021-12-27 00:00:00,BTC/USDT,50765.73,52134,50450,50707.72,11061080417,2265011
1640480000000,2021-12-26 00:00:00,BTC/USDT,50403.64,51300,49350,50765.73,9267956168,1947977
1640390000000,2021-12-25 00:00:00,BTC/USDT,50809.37,51190,50105,50403.64,7493948260,1640853
1640300000000,2021-12-24 00:00:00,BTC/USDT,50817.94,51805,50379.25,50808.55,11239397651,2359503
1640220000000,2021-12-23 00:00:00,BTC/USDT,48569.69,51377.74,48020,50817.92,12639718706,2830824
1640130000000,2021-12-22 00:00:00,BTC/USDT,48875.88,49599,48420.02,48569.69,10204294033,2632960
1640040000000,2021-12-21 00:00:00,BTC/USDT,46896.82,49298.78,46650,48875.15,12591846630,3368367
1639960000000,2021-12-20 00:00:00,BTC/USDT,46668.65,47533.42,45530.67,46898.14,12694248817,3385680
1639870000000,2021-12-19 00:00:00,BTC/USDT,46815.99,48461.17,46399.37,46668.63,11424734108,2869025
1639790000000,2021-12-18 00:00:00,BTC/USDT,46125.33,47336.99,45438.43,46815.99,8888783519,2717062
1639700000000,2021-12-17 00:00:00,BTC/USDT,47629.1,47988.27,45373.11,46125.33,15254949356,3900693
1639610000000,2021-12-16 00:00:00,BTC/USDT,48870.48,49439.79,47500,47624.5,10475553467,2699044
1639530000000,2021-12-15 00:00:00,BTC/USDT,48324,49479.75,46518.73,48870.48,16608174001,4121320
1639440000000,2021-12-14 00:00:00,BTC/USDT,46679.93,48657.92,46255.6,48324.04,12568719900,3361316
1639350000000,2021-12-13 00:00:00,BTC/USDT,50057.02,50180,45600,46679.93,16649825352,4064300
1639270000000,2021-12-12 00:00:00,BTC/USDT,49379.51,50768,48616.16,50057.01,9106252724,2352164
1639180000000,2021-12-11 00:00:00,BTC/USDT,47132.31,49499.05,46724.35,49381.15,10208756470,2548340
1639090000000,2021-12-10 00:00:00,BTC/USDT,47539.34,50188.42,46828.23,47136.35,14624324088,3440326
1639010000000,2021-12-09 00:00:00,BTC/USDT,50459.61,50773.03,47312.89,47539.76,13331462596,3003376
1638920000000,2021-12-08 00:00:00,BTC/USDT,50577.2,51210.6,48533.33,50455.61,11927549318,2569992
1638840000000,2021-12-07 00:00:00,BTC/USDT,50424.72,51929,50012,50577.2,11455372239,2571721
1638750000000,2021-12-06 00:00:00,BTC/USDT,49373.83,50888,47000,50424.72,17416560142,3868686
1638660000000,2021-12-05 00:00:00,BTC/USDT,49135.66,49699.49,47755,49376.6,14016018237,3163309
1638580000000,2021-12-04 00:00:00,BTC/USDT,53611.86,53889.69,40888.89,49135.66,28876836072,5884109
1638490000000,2021-12-03 00:00:00,BTC/USDT,56513.56,57670,50604,53612,20620928587,3755786
1638400000000,2021-12-02 00:00:00,BTC/USDT,57209.28,57428.49,55800,56513.57,14156805566,2673918
1638320000000,2021-12-01 00:00:00,BTC/USDT,56978.06,59100,56500,57209.29,15768296335,3149322
1638230000000,2021-11-30 00:00:00,BTC/USDT,57827.97,59224.99,55900,56975,19388577718,3850454
